,,,R,tau,rho,time
42,2,17,-0.1126792002546061,90,0.5137115817940902,10.949999999999989
42,2,18,-0.10820125849868818,90,0.5137115817940902,10.949999999999989
42,2,19,-0.10344322216333503,90,0.5137115817940902,10.949999999999989
42,2,20,-0.098504944416998,90,0.5137115817940902,10.949999999999989
42,2,21,-0.09330799910747208,90,0.5137115817940902,10.949999999999989
42,2,22,-0.08779109132084299,90,0.5137115817940902,10.949999999999989
42,2,23,-0.08182815088220174,90,0.5137115817940902,10.949999999999989
42,2,24,-0.07542147736077745,90,0.5137115817940902,10.949999999999989
42,2,25,-0.06860241127516252,90,0.5137115817940902,10.949999999999989
42,2,26,-0.06117997274008683,90,0.5137115817940902,10.949999999999989
42,2,27,-0.053268219639638674,90,0.5137115817940902,10.949999999999989
42,2,28,-0.04482089238563453,90,0.5137115817940902,10.949999999999989
42,2,29,-0.03571312148188931,90,0.5137115817940902,10.949999999999989
42,2,30,-0.025983506943813718,90,0.5137115817940902,10.949999999999989
42,2,31,-0.015830399459913547,90,0.5137115817940902,10.949999999999989
42,2,32,-0.0052597559061546666,90,0.5137115817940902,10.949999999999989
42,2,33,0.0056684891901833505,90,0.5137115817940902,10.949999999999989
42,2,34,0.016894711121899646,90,0.5137115817940902,10.949999999999989
42,2,35,0.028273315613404747,90,0.5137115817940902,10.949999999999989
42,2,36,0.039758016015069474,90,0.5137115817940902,10.949999999999989
42,2,37,0.051296030006517675,90,0.5137115817940902,10.949999999999989
42,2,38,0.06282796157470999,90,0.5137115817940902,10.949999999999989
42,2,39,0.07385917967010998,90,0.5137115817940902,10.949999999999989
42,2,40,0.08540547621201545,90,0.5137115817940902,10.949999999999989
42,2,41,0.09698728510573572,90,0.5137115817940902,10.949999999999989
42,2,42,0.10849069301976477,90,0.5137115817940902,10.949999999999989
42,2,43,0.11996919480268321,90,0.5137115817940902,10.949999999999989
42,2,44,0.13154922477359643,90,0.5137115817940902,10.949999999999989
42,2,45,0.1431861548887302,90,0.5137115817940902,10.949999999999989
42,2,46,0.15491580283456255,90,0.5137115817940902,10.949999999999989
42,2,47,0.16669284725314187,90,0.5137115817940902,10.949999999999989
42,2,48,0.17841719811521853,90,0.5137115817940902,10.949999999999989
42,2,49,0.19003709752810446,90,0.5137115817940902,10.949999999999989
42,2,50,0.2016845671352061,90,0.5137115817940902,10.949999999999989
42,2,51,0.21335967929898367,90,0.5137115817940902,10.949999999999989
42,2,52,0.22507168722772047,90,0.5137115817940902,10.949999999999989
42,2,53,0.23666848801610904,90,0.5137115817940902,10.949999999999989
42,2,54,0.24872349555228646,90,0.5137115817940902,10.949999999999989
42,2,55,0.2603437717604991,90,0.5137115817940902,10.949999999999989
42,2,56,0.2719222348733641,90,0.5137115817940902,10.949999999999989
42,2,57,0.2834216750134593,90,0.5137115817940902,10.949999999999989
42,2,58,0.2948321934331058,90,0.5137115817940902,10.949999999999989
42,2,59,0.30610489999525686,90,0.5137115817940902,10.949999999999989
42,2,60,0.31722719008276784,90,0.5137115817940902,10.949999999999989
42,2,61,0.3281056943877113,90,0.5137115817940902,10.949999999999989
42,2,62,0.33882537107266114,90,0.5137115817940902,10.949999999999989
42,2,63,0.34933435698470416,90,0.5137115817940902,10.949999999999989
42,2,64,0.3596725002102598,90,0.5137115817940902,10.949999999999989
42,2,65,0.36984024320997444,90,0.5137115817940902,10.949999999999989
42,2,66,0.3798119955606827,90,0.5137115817940902,10.949999999999989
42,2,67,0.38949531117535174,90,0.5137115817940902,10.949999999999989
42,2,68,0.3988516161915133,90,0.5137115817940902,10.949999999999989
42,2,69,0.40791752652295477,90,0.5137115817940902,10.949999999999989
42,2,70,0.41656928504817065,90,0.5137115817940902,10.949999999999989
42,2,71,0.424884498243705,90,0.5137115817940902,10.949999999999989
42,2,72,0.43299693858510063,90,0.5137115817940902,10.949999999999989
42,2,73,0.4408005508984299,90,0.5137115817940902,10.949999999999989
42,2,74,0.44826881654387035,90,0.5137115817940902,10.949999999999989
42,2,75,0.4553587243408651,90,0.5137115817940902,10.949999999999989
42,2,76,0.4621372522367375,90,0.5137115817940902,10.949999999999989
42,2,77,0.4684405483520215,90,0.5137115817940902,10.949999999999989
42,2,78,0.4744568369048242,90,0.5137115817940902,10.949999999999989
42,2,79,0.4816069220069007,90,0.5137115817940902,10.949999999999989
42,2,80,0.48579708319632353,90,0.5137115817940902,10.949999999999989
42,2,81,0.49197819485074007,90,0.5137115817940902,10.949999999999989
42,2,82,0.49516087964471855,90,0.5137115817940902,10.949999999999989
42,2,83,0.49963580100344546,90,0.5137115817940902,10.949999999999989
42,2,84,0.5038502545817735,90,0.5137115817940902,10.949999999999989
42,2,85,0.5077716051725831,90,0.5137115817940902,10.949999999999989
42,2,86,0.5110299463717002,90,0.5137115817940902,10.949999999999989
42,2,87,0.5115369029782225,90,0.5137115817940902,10.949999999999989
42,2,88,0.5135200775137228,90,0.5137115817940902,10.949999999999989
42,2,89,0.5130349958138547,90,0.5137115817940902,10.949999999999989
42,2,90,0.5137115817940902,90,0.5137115817940902,10.949999999999989
42,2,91,0.5125395692612574,90,0.5137115817940902,10.949999999999989
42,2,92,0.5119647778105316,90,0.5137115817940902,10.949999999999989
42,2,93,0.511445689172471,90,0.5137115817940902,10.949999999999989
42,2,94,0.510461455023017,90,0.5137115817940902,10.949999999999989
42,2,95,0.5087328117510738,90,0.5137115817940902,10.949999999999989
42,2,96,0.506257675029225,90,0.5137115817940902,10.949999999999989
42,2,97,0.5031990229285963,90,0.5137115817940902,10.949999999999989
42,2,98,0.49941605597377375,90,0.5137115817940902,10.949999999999989
42,2,99,0.49477144964260855,90,0.5137115817940902,10.949999999999989
42,2,100,0.48978171460482284,90,0.5137115817940902,10.949999999999989
42,2,101,0.4843334056095415,90,0.5137115817940902,10.949999999999989
42,2,102,0.47834134989702976,90,0.5137115817940902,10.949999999999989
42,2,103,0.4718239339284065,90,0.5137115817940902,10.949999999999989
42,2,104,0.4646622836521876,90,0.5137115817940902,10.949999999999989
42,2,105,0.4572893265656814,90,0.5137115817940902,10.949999999999989
42,2,106,0.4495806424969209,90,0.5137115817940902,10.949999999999989
42,2,107,0.4413938693405171,90,0.5137115817940902,10.949999999999989
42,2,108,0.4329096628786073,90,0.5137115817940902,10.949999999999989
42,2,109,0.42415280231549835,90,0.5137115817940902,10.949999999999989
42,2,110,0.4155592430759343,90,0.5137115817940902,10.949999999999989
42,2,111,0.4064519810619156,90,0.5137115817940902,10.949999999999989
42,2,112,0.3974218823608421,90,0.5137115817940902,10.949999999999989
42,2,113,0.388321897300079,90,0.5137115817940902,10.949999999999989
42,2,114,0.3788584328198607,90,0.5137115817940902,10.949999999999989
42,2,115,0.36905566041053384,90,0.5137115817940902,10.949999999999989
42,2,116,0.35899717725308955,90,0.5137115817940902,10.949999999999989
42,2,117,0.3488253888922563,90,0.5137115817940902,10.949999999999989
42,2,118,0.33826964734151,90,0.5137115817940902,10.949999999999989
42,2,119,0.3277440704150831,90,0.5137115817940902,10.949999999999989
42,2,120,0.31718224834639175,90,0.5137115817940902,10.949999999999989
42,2,121,0.30656843106411996,90,0.5137115817940902,10.949999999999989
42,2,122,0.2957324493507791,90,0.5137115817940902,10.949999999999989
42,2,123,0.2844479812937269,90,0.5137115817940902,10.949999999999989
42,2,124,0.2728372559785395,90,0.5137115817940902,10.949999999999989
42,3,0,-0.1549022807821524,81,0.5060722834694101,10.949999999999989
42,3,1,-0.14737623511657424,81,0.5060722834694101,10.949999999999989
42,3,2,-0.13975038383157468,81,0.5060722834694101,10.949999999999989
42,3,3,-0.13208697831476163,81,0.5060722834694101,10.949999999999989
42,3,4,-0.12442651899286586,81,0.5060722834694101,10.949999999999989
42,3,5,-0.11675209844582084,81,0.5060722834694101,10.949999999999989
42,3,6,-0.10915135592540878,81,0.5060722834694101,10.949999999999989
42,3,7,-0.10180282571759272,81,0.5060722834694101,10.949999999999989
42,3,8,-0.09468462538163011,81,0.5060722834694101,10.949999999999989
42,3,9,-0.08816417583637942,81,0.5060722834694101,10.949999999999989
42,3,10,-0.08185905867513832,81,0.5060722834694101,10.949999999999989
42,3,11,-0.075404763648358,81,0.5060722834694101,10.949999999999989
42,3,12,-0.06916070498066604,81,0.5060722834694101,10.949999999999989
42,3,13,-0.0631550941510903,81,0.5060722834694101,10.949999999999989
42,3,14,-0.05720957390053499,81,0.5060722834694101,10.949999999999989
42,3,15,-0.05124518026904753,81,0.5060722834694101,10.949999999999989
42,3,16,-0.04519071988196847,81,0.5060722834694101,10.949999999999989
42,3,17,-0.03920630404681889,81,0.5060722834694101,10.949999999999989
42,3,18,-0.0331427516179818,81,0.5060722834694101,10.949999999999989
42,3,19,-0.02685786453025554,81,0.5060722834694101,10.949999999999989
42,3,20,-0.020487047592071556,81,0.5060722834694101,10.949999999999989
42,3,21,-0.013951562721524376,81,0.5060722834694101,10.949999999999989
42,3,22,-0.007210527772311261,81,0.5060722834694101,10.949999999999989
42,3,23,-0.00011373818542363116,81,0.5060722834694101,10.949999999999989
42,3,24,0.007309583435567454,81,0.5060722834694101,10.949999999999989
42,3,25,0.01501040969031153,81,0.5060722834694101,10.949999999999989
42,3,26,0.023163079493823086,81,0.5060722834694101,10.949999999999989
42,3,27,0.03165941661560504,81,0.5060722834694101,10.949999999999989
42,3,28,0.040540825387206415,81,0.5060722834694101,10.949999999999989
42,3,29,0.04995928489066579,81,0.5060722834694101,10.949999999999989
42,3,30,0.05993290730791523,81,0.5060722834694101,10.949999999999989
42,3,31,0.07028328574790008,81,0.5060722834694101,10.949999999999989
42,3,32,0.08104227379770051,81,0.5060722834694101,10.949999999999989
42,3,33,0.09214386939742893,81,0.5060722834694101,10.949999999999989
42,3,34,0.10360569125680018,81,0.5060722834694101,10.949999999999989
42,3,35,0.11524101118150382,81,0.5060722834694101,10.949999999999989
42,3,36,0.12700590039981452,81,0.5060722834694101,10.949999999999989
42,3,37,0.1388400451130718,81,0.5060722834694101,10.949999999999989
42,3,38,0.15073751178699302,81,0.5060722834694101,10.949999999999989
42,3,39,0.16246580757305476,81,0.5060722834694101,10.949999999999989
42,3,40,0.17439963535154548,81,0.5060722834694101,10.949999999999989
42,3,41,0.18633856085632752,81,0.5060722834694101,10.949999999999989
42,3,42,0.19821666029389376,81,0.5060722834694101,10.949999999999989
42,3,43,0.21002100600501916,81,0.5060722834694101,10.949999999999989
42,3,44,0.22182334707434706,81,0.5060722834694101,10.949999999999989
42,3,45,0.2335819484301694,81,0.5060722834694101,10.949999999999989
42,3,46,0.24530244486072048,81,0.5060722834694101,10.949999999999989
42,3,47,0.25690691477805233,81,0.5060722834694101,10.949999999999989
42,3,48,0.2683442269788404,81,0.5060722834694101,10.949999999999989
42,3,49,0.279525070741876,81,0.5060722834694101,10.949999999999989
42,3,50,0.2905558297361659,81,0.5060722834694101,10.949999999999989
42,3,51,0.3014244075908255,81,0.5060722834694101,10.949999999999989
42,3,52,0.3121538863168188,81,0.5060722834694101,10.949999999999989
42,3,53,0.3225953505560305,81,0.5060722834694101,10.949999999999989
42,3,54,0.33334555757408335,81,0.5060722834694101,10.949999999999989
42,3,55,0.34342851390408413,81,0.5060722834694101,10.949999999999989
42,3,56,0.3532463057973399,81,0.5060722834694101,10.949999999999989
42,3,57,0.362848326868463,81,0.5060722834694101,10.949999999999989
42,3,58,0.37232773074210235,81,0.5060722834694101,10.949999999999989
42,3,59,0.3815833523134528,81,0.5060722834694101,10.949999999999989
42,3,60,0.39061025213207495,81,0.5060722834694101,10.949999999999989
42,3,61,0.3993634641455508,81,0.5060722834694101,10.949999999999989
42,3,62,0.40785951076909904,81,0.5060722834694101,10.949999999999989
42,3,63,0.41612062947875356,81,0.5060722834694101,10.949999999999989
42,3,64,0.4241670006198886,81,0.5060722834694101,10.949999999999989
42,3,65,0.43196768659447105,81,0.5060722834694101,10.949999999999989
42,3,66,0.43951030625352816,81,0.5060722834694101,10.949999999999989
42,3,67,0.44666948410595564,81,0.5060722834694101,10.949999999999989
42,3,68,0.4535571149891949,81,0.5060722834694101,10.949999999999989
42,3,69,0.46011253462917184,81,0.5060722834694101,10.949999999999989
42,3,70,0.4663401729803103,81,0.5060722834694101,10.949999999999989
42,3,71,0.47229371279166216,81,0.5060722834694101,10.949999999999989
42,3,72,0.47793054895346987,81,0.5060722834694101,10.949999999999989
42,3,73,0.48318262735638073,81,0.5060722834694101,10.949999999999989
42,3,74,0.4880810826159464,81,0.5060722834694101,10.949999999999989
42,3,75,0.49255140337695474,81,0.5060722834694101,10.949999999999989
42,3,76,0.4966348488155216,81,0.5060722834694101,10.949999999999989
42,3,77,0.5003097930632499,81,0.5060722834694101,10.949999999999989
42,3,78,0.5035420929637748,81,0.5060722834694101,10.949999999999989
42,3,79,0.5055201196568533,81,0.5060722834694101,10.949999999999989
42,3,80,0.5052319606762457,81,0.5060722834694101,10.949999999999989
42,3,81,0.5060722834694101,81,0.5060722834694101,10.949999999999989
42,3,82,0.5051738697159577,81,0.5060722834694101,10.949999999999989
42,3,83,0.5059104857959329,81,0.5060722834694101,10.949999999999989
42,3,84,0.506052614822137,81,0.5060722834694101,10.949999999999989
42,3,85,0.5056501522435081,81,0.5060722834694101,10.949999999999989
42,3,86,0.5039280954206179,81,0.5060722834694101,10.949999999999989
42,3,87,0.5018907036435722,81,0.5060722834694101,10.949999999999989
42,3,88,0.4991800492258651,81,0.5060722834694101,10.949999999999989
42,3,89,0.49667796341694903,81,0.5060722834694101,10.949999999999989
42,3,90,0.49287046562524944,81,0.5060722834694101,10.949999999999989
42,3,91,0.4898356806082028,81,0.5060722834694101,10.949999999999989
42,3,92,0.48501279850085705,81,0.5060722834694101,10.949999999999989
42,3,93,0.4800892858296296,81,0.5060722834694101,10.949999999999989
42,3,94,0.47477920445110566,81,0.5060722834694101,10.949999999999989
42,3,95,0.46890225852012646,81,0.5060722834694101,10.949999999999989
42,3,96,0.4626871136129389,81,0.5060722834694101,10.949999999999989
42,3,97,0.4559953323860442,81,0.5060722834694101,10.949999999999989
42,3,98,0.4489078826928581,81,0.5060722834694101,10.949999999999989
42,3,99,0.4413231258750903,81,0.5060722834694101,10.949999999999989
42,3,100,0.4336324577663703,81,0.5060722834694101,10.949999999999989
42,3,101,0.425686796492663,81,0.5060722834694101,10.949999999999989
42,3,102,0.4174958871040504,81,0.5060722834694101,10.949999999999989
42,3,103,0.40892566431488664,81,0.5060722834694101,10.949999999999989
42,3,104,0.40026607976492135,81,0.5060722834694101,10.949999999999989
42,3,105,0.3914600398069144,81,0.5060722834694101,10.949999999999989
42,3,106,0.38250946522885154,81,0.5060722834694101,10.949999999999989
42,3,107,0.3732450679967618,81,0.5060722834694101,10.949999999999989
42,3,108,0.36374287742211026,81,0.5060722834694101,10.949999999999989
42,3,109,0.3539568189354471,81,0.5060722834694101,10.949999999999989
42,3,110,0.3440804170401829,81,0.5060722834694101,10.949999999999989
42,3,111,0.3339399228716737,81,0.5060722834694101,10.949999999999989
42,3,112,0.32393792056746096,81,0.5060722834694101,10.949999999999989
42,3,113,0.3137385846717703,81,0.5060722834694101,10.949999999999989
42,3,114,0.30374718398094197,81,0.5060722834694101,10.949999999999989
42,3,115,0.29355187990227777,81,0.5060722834694101,10.949999999999989
42,3,116,0.28319723416412745,81,0.5060722834694101,10.949999999999989
42,3,117,0.2727679358571938,81,0.5060722834694101,10.949999999999989
42,3,118,0.262088691145454,81,0.5060722834694101,10.949999999999989
42,3,119,0.2513255831270903,81,0.5060722834694101,10.949999999999989
42,3,120,0.24047038600497114,81,0.5060722834694101,10.949999999999989
42,3,121,0.22951468078051632,81,0.5060722834694101,10.949999999999989
42,3,122,0.21851018756851395,81,0.5060722834694101,10.949999999999989
42,3,123,0.20728896987627257,81,0.5060722834694101,10.949999999999989
42,3,124,0.19580931498481655,81,0.5060722834694101,10.949999999999989
42,4,0,-0.10198732266590842,76,0.4848249810117445,10.949999999999989
42,4,1,-0.0933187630521724,76,0.4848249810117445,10.949999999999989
42,4,2,-0.08459065415302885,76,0.4848249810117445,10.949999999999989
42,4,3,-0.07595021639569471,76,0.4848249810117445,10.949999999999989
42,4,4,-0.06747459678367251,76,0.4848249810117445,10.949999999999989
42,4,5,-0.05913048212617274,76,0.4848249810117445,10.949999999999989
42,4,6,-0.050960409981166854,76,0.4848249810117445,10.949999999999989
42,4,7,-0.0431090541996097,76,0.4848249810117445,10.949999999999989
42,4,8,-0.03549572379059508,76,0.4848249810117445,10.949999999999989
42,4,9,-0.028318641892691118,76,0.4848249810117445,10.949999999999989
42,4,10,-0.02127277459507726,76,0.4848249810117445,10.949999999999989
42,4,11,-0.014097927562679356,76,0.4848249810117445,10.949999999999989
42,4,12,-0.007050303052698128,76,0.4848249810117445,10.949999999999989
42,4,13,-0.00015247790704848516,76,0.4848249810117445,10.949999999999989
42,4,14,0.006767347020811517,76,0.4848249810117445,10.949999999999989
42,4,15,0.013788874205050884,76,0.4848249810117445,10.949999999999989
42,4,16,0.020970127527274313,76,0.4848249810117445,10.949999999999989
42,4,17,0.028168203579376258,76,0.4848249810117445,10.949999999999989
42,4,18,0.03547667124543171,76,0.4848249810117445,10.949999999999989
42,4,19,0.04303818877894318,76,0.4848249810117445,10.949999999999989
42,4,20,0.050694896331980766,76,0.4848249810117445,10.949999999999989
42,4,21,0.058509805479970395,76,0.4848249810117445,10.949999999999989
42,4,22,0.06649815706045321,76,0.4848249810117445,10.949999999999989
42,4,23,0.07478394876668534,76,0.4848249810117445,10.949999999999989
42,4,24,0.08331826200441245,76,0.4848249810117445,10.949999999999989
42,4,25,0.0920218935379765,76,0.4848249810117445,10.949999999999989
42,4,26,0.1010513279446093,76,0.4848249810117445,10.949999999999989
42,4,27,0.1103056235959979,76,0.4848249810117445,10.949999999999989
42,4,28,0.11980857339665324,76,0.4848249810117445,10.949999999999989
42,4,29,0.12969785134205525,76,0.4848249810117445,10.949999999999989
42,4,30,0.14000269308185864,76,0.4848249810117445,10.949999999999989
42,4,31,0.15056140266525456,76,0.4848249810117445,10.949999999999989
