,,,R,tau,rho,time
2,1,48,0.13850595083998749,77,0.37959570262849107,20.469999999999914
2,1,49,0.14623181636191684,77,0.37959570262849107,20.469999999999914
2,1,50,0.1574447120634776,77,0.37959570262849107,20.469999999999914
2,1,51,0.16544726744264437,77,0.37959570262849107,20.469999999999914
2,1,52,0.1753610969492377,77,0.37959570262849107,20.469999999999914
2,1,53,0.18642901038941756,77,0.37959570262849107,20.469999999999914
2,1,54,0.19804726643066856,77,0.37959570262849107,20.469999999999914
2,1,55,0.20880457818179204,77,0.37959570262849107,20.469999999999914
2,1,56,0.22014977452821854,77,0.37959570262849107,20.469999999999914
2,1,57,0.23466699471570612,77,0.37959570262849107,20.469999999999914
2,1,58,0.24674858765248778,77,0.37959570262849107,20.469999999999914
2,1,59,0.2590804644547602,77,0.37959570262849107,20.469999999999914
2,1,60,0.2709460462572304,77,0.37959570262849107,20.469999999999914
2,1,61,0.2827310476564072,77,0.37959570262849107,20.469999999999914
2,1,62,0.29422002429137767,77,0.37959570262849107,20.469999999999914
2,1,63,0.3024098274320673,77,0.37959570262849107,20.469999999999914
2,1,64,0.3128452936806441,77,0.37959570262849107,20.469999999999914
2,1,65,0.32217673686574955,77,0.37959570262849107,20.469999999999914
2,1,66,0.330769987734568,77,0.37959570262849107,20.469999999999914
2,1,67,0.3389492137602282,77,0.37959570262849107,20.469999999999914
2,1,68,0.34616292182494357,77,0.37959570262849107,20.469999999999914
2,1,69,0.3524156909714471,77,0.37959570262849107,20.469999999999914
2,1,70,0.3587058091981493,77,0.37959570262849107,20.469999999999914
2,1,71,0.3639407431977294,77,0.37959570262849107,20.469999999999914
2,1,72,0.36892087359485337,77,0.37959570262849107,20.469999999999914
2,1,73,0.37286967463640286,77,0.37959570262849107,20.469999999999914
2,1,74,0.3772591395832348,77,0.37959570262849107,20.469999999999914
2,1,75,0.37655861683513414,77,0.37959570262849107,20.469999999999914
2,1,76,0.3792819271121497,77,0.37959570262849107,20.469999999999914
2,1,77,0.37959570262849107,77,0.37959570262849107,20.469999999999914
2,1,78,0.3787194824868769,77,0.37959570262849107,20.469999999999914
2,1,79,0.3778672955034879,77,0.37959570262849107,20.469999999999914
2,1,80,0.37593219179391607,77,0.37959570262849107,20.469999999999914
2,1,81,0.37474320266054173,77,0.37959570262849107,20.469999999999914
2,1,82,0.37254072963475166,77,0.37959570262849107,20.469999999999914
2,1,83,0.3696273336374937,77,0.37959570262849107,20.469999999999914
2,1,84,0.36602609924935575,77,0.37959570262849107,20.469999999999914
2,1,85,0.3611704767177409,77,0.37959570262849107,20.469999999999914
2,1,86,0.3563060408506352,77,0.37959570262849107,20.469999999999914
2,1,87,0.34947121438888307,77,0.37959570262849107,20.469999999999914
2,1,88,0.34404768390136764,77,0.37959570262849107,20.469999999999914
2,1,89,0.3372072052635043,77,0.37959570262849107,20.469999999999914
2,1,90,0.3302090000652182,77,0.37959570262849107,20.469999999999914
2,1,91,0.32212597474986104,77,0.37959570262849107,20.469999999999914
2,1,92,0.31551035424445417,77,0.37959570262849107,20.469999999999914
2,1,93,0.3095388376842076,77,0.37959570262849107,20.469999999999914
2,1,94,0.3020330040855698,77,0.37959570262849107,20.469999999999914
2,1,95,0.29462875148921486,77,0.37959570262849107,20.469999999999914
2,1,96,0.28570926293112564,77,0.37959570262849107,20.469999999999914
2,1,97,0.276822025848644,77,0.37959570262849107,20.469999999999914
2,1,98,0.26793601509135784,77,0.37959570262849107,20.469999999999914
2,1,99,0.25842204108040695,77,0.37959570262849107,20.469999999999914
2,1,100,0.24719330105760487,77,0.37959570262849107,20.469999999999914
2,1,101,0.23672954548347075,77,0.37959570262849107,20.469999999999914
2,1,102,0.22685441002351706,77,0.37959570262849107,20.469999999999914
2,1,103,0.21714897634229208,77,0.37959570262849107,20.469999999999914
2,1,104,0.20772547765888963,77,0.37959570262849107,20.469999999999914
2,1,105,0.19760919835011512,77,0.37959570262849107,20.469999999999914
2,1,106,0.18745246979451727,77,0.37959570262849107,20.469999999999914
2,1,107,0.17717184987772397,77,0.37959570262849107,20.469999999999914
2,1,108,0.16802031985658347,77,0.37959570262849107,20.469999999999914
2,1,109,0.15829034421021662,77,0.37959570262849107,20.469999999999914
2,1,110,0.14699784343912228,77,0.37959570262849107,20.469999999999914
2,1,111,0.13560999849786556,77,0.37959570262849107,20.469999999999914
2,1,112,0.12485280286800408,77,0.37959570262849107,20.469999999999914
2,1,113,0.11627998633646715,77,0.37959570262849107,20.469999999999914
2,1,114,0.10580757203512034,77,0.37959570262849107,20.469999999999914
2,1,115,0.09714912789320072,77,0.37959570262849107,20.469999999999914
2,1,116,0.08634104246264636,77,0.37959570262849107,20.469999999999914
2,1,117,0.07899988002788332,77,0.37959570262849107,20.469999999999914
2,1,118,0.07443523524403992,77,0.37959570262849107,20.469999999999914
2,1,119,0.06990229965521257,77,0.37959570262849107,20.469999999999914
2,1,120,0.0682770136549235,77,0.37959570262849107,20.469999999999914
2,1,121,0.06529378113277184,77,0.37959570262849107,20.469999999999914
2,1,122,0.06221237266212029,77,0.37959570262849107,20.469999999999914
2,1,123,0.06007279582649975,77,0.37959570262849107,20.469999999999914
2,1,124,0.05697464546445372,77,0.37959570262849107,20.469999999999914
2,2,0,0.1354952058317526,72,0.47494470361513536,20.469999999999914
2,2,1,0.14024223019232898,72,0.47494470361513536,20.469999999999914
2,2,2,0.14496523875279715,72,0.47494470361513536,20.469999999999914
2,2,3,0.14972979445085274,72,0.47494470361513536,20.469999999999914
2,2,4,0.15440134714561024,72,0.47494470361513536,20.469999999999914
2,2,5,0.1589136720245393,72,0.47494470361513536,20.469999999999914
2,2,6,0.16333950560297525,72,0.47494470361513536,20.469999999999914
2,2,7,0.16779197723011988,72,0.47494470361513536,20.469999999999914
2,2,8,0.17227362392087112,72,0.47494470361513536,20.469999999999914
2,2,9,0.17668284661892913,72,0.47494470361513536,20.469999999999914
2,2,10,0.18106450927759887,72,0.47494470361513536,20.469999999999914
2,2,11,0.1853599329606051,72,0.47494470361513536,20.469999999999914
2,2,12,0.1895071389532752,72,0.47494470361513536,20.469999999999914
2,2,13,0.1939080399338318,72,0.47494470361513536,20.469999999999914
2,2,14,0.19787971138174615,72,0.47494470361513536,20.469999999999914
2,2,15,0.20174180638960848,72,0.47494470361513536,20.469999999999914
2,2,16,0.20547669127486862,72,0.47494470361513536,20.469999999999914
2,2,17,0.20927819389971172,72,0.47494470361513536,20.469999999999914
2,2,18,0.2133786065855698,72,0.47494470361513536,20.469999999999914
2,2,19,0.21755574694526728,72,0.47494470361513536,20.469999999999914
2,2,20,0.22193256196507438,72,0.47494470361513536,20.469999999999914
2,2,21,0.22655408441813846,72,0.47494470361513536,20.469999999999914
2,2,22,0.23172444782732546,72,0.47494470361513536,20.469999999999914
2,2,23,0.2371503306842093,72,0.47494470361513536,20.469999999999914
2,2,24,0.24199821186009557,72,0.47494470361513536,20.469999999999914
2,2,25,0.24736947163370257,72,0.47494470361513536,20.469999999999914
2,2,26,0.2525814024369,72,0.47494470361513536,20.469999999999914
2,2,27,0.25766324609423863,72,0.47494470361513536,20.469999999999914
2,2,28,0.26256536287020593,72,0.47494470361513536,20.469999999999914
2,2,29,0.26787636737548026,72,0.47494470361513536,20.469999999999914
2,2,30,0.2733528758583291,72,0.47494470361513536,20.469999999999914
2,2,31,0.2788022420990219,72,0.47494470361513536,20.469999999999914
2,2,32,0.2840507567656104,72,0.47494470361513536,20.469999999999914
2,2,33,0.28865823829543624,72,0.47494470361513536,20.469999999999914
2,2,34,0.2928901151789709,72,0.47494470361513536,20.469999999999914
2,2,35,0.29791224775783753,72,0.47494470361513536,20.469999999999914
2,2,36,0.3027695709654253,72,0.47494470361513536,20.469999999999914
2,2,37,0.30707062206189306,72,0.47494470361513536,20.469999999999914
2,2,38,0.31189729749897216,72,0.47494470361513536,20.469999999999914
2,2,39,0.3164549552383219,72,0.47494470361513536,20.469999999999914
2,2,40,0.321795100307207,72,0.47494470361513536,20.469999999999914
2,2,41,0.3257146227693342,72,0.47494470361513536,20.469999999999914
2,2,42,0.33091705500065505,72,0.47494470361513536,20.469999999999914
2,2,43,0.33565964473818616,72,0.47494470361513536,20.469999999999914
2,2,44,0.3396758962355127,72,0.47494470361513536,20.469999999999914
2,2,45,0.3436558421159579,72,0.47494470361513536,20.469999999999914
2,2,46,0.3476952366291747,72,0.47494470361513536,20.469999999999914
2,2,47,0.35225240137854247,72,0.47494470361513536,20.469999999999914
2,2,48,0.3580779414850947,72,0.47494470361513536,20.469999999999914
2,2,49,0.36342155621215944,72,0.47494470361513536,20.469999999999914
2,2,50,0.3716554991711965,72,0.47494470361513536,20.469999999999914
2,2,51,0.3769756121068512,72,0.47494470361513536,20.469999999999914
2,2,52,0.38357077044381443,72,0.47494470361513536,20.469999999999914
2,2,53,0.39095706201564867,72,0.47494470361513536,20.469999999999914
2,2,54,0.39859860765032157,72,0.47494470361513536,20.469999999999914
2,2,55,0.40546193368915406,72,0.47494470361513536,20.469999999999914
2,2,56,0.41268163936602054,72,0.47494470361513536,20.469999999999914
2,2,57,0.42203176206685306,72,0.47494470361513536,20.469999999999914
2,2,58,0.4288775155291564,72,0.47494470361513536,20.469999999999914
2,2,59,0.43557199735149343,72,0.47494470361513536,20.469999999999914
2,2,60,0.4417166461505316,72,0.47494470361513536,20.469999999999914
2,2,61,0.44771356320961164,72,0.47494470361513536,20.469999999999914
2,2,62,0.45337966821729375,72,0.47494470361513536,20.469999999999914
2,2,63,0.4560612375369986,72,0.47494470361513536,20.469999999999914
2,2,64,0.46066168494041565,72,0.47494470361513536,20.469999999999914
2,2,65,0.4642799199533622,72,0.47494470361513536,20.469999999999914
2,2,66,0.46720403054640186,72,0.47494470361513536,20.469999999999914
2,2,67,0.46977012487803116,72,0.47494470361513536,20.469999999999914
2,2,68,0.4718358187761427,72,0.47494470361513536,20.469999999999914
2,2,69,0.47282840721044794,72,0.47494470361513536,20.469999999999914
2,2,70,0.47420529744668366,72,0.47494470361513536,20.469999999999914
2,2,71,0.4747142661307254,72,0.47494470361513536,20.469999999999914
2,2,72,0.47494470361513536,72,0.47494470361513536,20.469999999999914
2,2,73,0.4742588711850867,72,0.47494470361513536,20.469999999999914
2,2,74,0.474013914498545,72,0.47494470361513536,20.469999999999914
2,2,75,0.4690157512089806,72,0.47494470361513536,20.469999999999914
2,2,76,0.46733929669196517,72,0.47494470361513536,20.469999999999914
2,2,77,0.4636283048947752,72,0.47494470361513536,20.469999999999914
2,2,78,0.4587742733204072,72,0.47494470361513536,20.469999999999914
2,2,79,0.4539757257078909,72,0.47494470361513536,20.469999999999914
2,2,80,0.4481120237453919,72,0.47494470361513536,20.469999999999914
2,2,81,0.4429140372641802,72,0.47494470361513536,20.469999999999914
2,2,82,0.4367284356961877,72,0.47494470361513536,20.469999999999914
2,2,83,0.42978951321786457,72,0.47494470361513536,20.469999999999914
2,2,84,0.4221425885323923,72,0.47494470361513536,20.469999999999914
2,2,85,0.4132850342064492,72,0.47494470361513536,20.469999999999914
2,2,86,0.4043279775877239,72,0.47494470361513536,20.469999999999914
2,2,87,0.3930909278744806,72,0.47494470361513536,20.469999999999914
2,2,88,0.3832402221050449,72,0.47494470361513536,20.469999999999914
2,2,89,0.371949477778319,72,0.47494470361513536,20.469999999999914
2,2,90,0.360387175361134,72,0.47494470361513536,20.469999999999914
2,2,91,0.34784991841239643,72,0.47494470361513536,20.469999999999914
2,2,92,0.3363731499130312,72,0.47494470361513536,20.469999999999914
2,2,93,0.32546129698636167,72,0.47494470361513536,20.469999999999914
2,2,94,0.31296250539917614,72,0.47494470361513536,20.469999999999914
2,2,95,0.30059792106546274,72,0.47494470361513536,20.469999999999914
2,2,96,0.2870966106964369,72,0.47494470361513536,20.469999999999914
2,2,97,0.27363941119575214,72,0.47494470361513536,20.469999999999914
2,2,98,0.2602283776504678,72,0.47494470361513536,20.469999999999914
2,2,99,0.2465363941583364,72,0.47494470361513536,20.469999999999914
2,2,100,0.23418886934444944,72,0.47494470361513536,20.469999999999914
2,2,101,0.21983856483886838,72,0.47494470361513536,20.469999999999914
2,2,102,0.20603288878430825,72,0.47494470361513536,20.469999999999914
2,2,103,0.19259626702625057,72,0.47494470361513536,20.469999999999914
2,2,104,0.17955628233338497,72,0.47494470361513536,20.469999999999914
2,2,105,0.16562651894593566,72,0.47494470361513536,20.469999999999914
2,2,106,0.15209846283738782,72,0.47494470361513536,20.469999999999914
2,2,107,0.14121742306077129,72,0.47494470361513536,20.469999999999914
2,2,108,0.1328754930622369,72,0.47494470361513536,20.469999999999914
2,2,109,0.12407240866732261,72,0.47494470361513536,20.469999999999914
2,2,110,0.11364093634131359,72,0.47494470361513536,20.469999999999914
2,2,111,0.10372808096714271,72,0.47494470361513536,20.469999999999914
2,2,112,0.09498903272068943,72,0.47494470361513536,20.469999999999914
2,2,113,0.08871411080032689,72,0.47494470361513536,20.469999999999914
2,2,114,0.08029185226459651,72,0.47494470361513536,20.469999999999914
2,2,115,0.0729803977776742,72,0.47494470361513536,20.469999999999914
2,2,116,0.06426686304307164,72,0.47494470361513536,20.469999999999914
2,2,117,0.057985574923443306,72,0.47494470361513536,20.469999999999914
2,2,118,0.0534772013839492,72,0.47494470361513536,20.469999999999914
2,2,119,0.04851194540147508,72,0.47494470361513536,20.469999999999914
2,2,120,0.04432466937716098,72,0.47494470361513536,20.469999999999914
2,2,121,0.038977103531535294,72,0.47494470361513536,20.469999999999914
2,2,122,0.03440423319553686,72,0.47494470361513536,20.469999999999914
2,2,123,0.030099974501393508,72,0.47494470361513536,20.469999999999914
2,2,124,0.02570672234466073,72,0.47494470361513536,20.469999999999914
2,3,0,0.22498048216000616,65,0.5382061626631637,20.469999999999914
2,3,1,0.23215653486932025,65,0.5382061626631637,20.469999999999914
2,3,2,0.2392295265786899,65,0.5382061626631637,20.469999999999914
2,3,3,0.24626005456910854,65,0.5382061626631637,20.469999999999914
2,3,4,0.2531424656100761,65,0.5382061626631637,20.469999999999914
2,3,5,0.25979932131639305,65,0.5382061626631637,20.469999999999914
2,3,6,0.2662822590811129,65,0.5382061626631637,20.469999999999914
2,3,7,0.27271372214212314,65,0.5382061626631637,20.469999999999914
2,3,8,0.2790239125143728,65,0.5382061626631637,20.469999999999914
2,3,9,0.28526339605229456,65,0.5382061626631637,20.469999999999914
2,3,10,0.2913995892341956,65,0.5382061626631637,20.469999999999914
2,3,11,0.29738519853406,65,0.5382061626631637,20.469999999999914
2,3,12,0.3031574280054772,65,0.5382061626631637,20.469999999999914
2,3,13,0.30931768837858736,65,0.5382061626631637,20.469999999999914
2,3,14,0.31479941947469925,65,0.5382061626631637,20.469999999999914
2,3,15,0.32013817788994414,65,0.5382061626631637,20.469999999999914
2,3,16,0.3253358232501701,65,0.5382061626631637,20.469999999999914
2,3,17,0.33061933988649284,65,0.5382061626631637,20.469999999999914
2,3,18,0.3360946413457321,65,0.5382061626631637,20.469999999999914
2,3,19,0.34148907359306363,65,0.5382061626631637,20.469999999999914
2,3,20,0.3469067028706923,65,0.5382061626631637,20.469999999999914
2,3,21,0.3523662760347292,65,0.5382061626631637,20.469999999999914
2,3,22,0.35812489398887354,65,0.5382061626631637,20.469999999999914
2,3,23,0.36395688043241653,65,0.5382061626631637,20.469999999999914
2,3,24,0.36909721171930726,65,0.5382061626631637,20.469999999999914
2,3,25,0.37438566998399464,65,0.5382061626631637,20.469999999999914
2,3,26,0.3795373491671337,65,0.5382061626631637,20.469999999999914
2,3,27,0.3844408467993338,65,0.5382061626631637,20.469999999999914
2,3,28,0.3890792674901631,65,0.5382061626631637,20.469999999999914
2,3,29,0.3939598681540329,65,0.5382061626631637,20.469999999999914
2,3,30,0.3988987914282764,65,0.5382061626631637,20.469999999999914
2,3,31,0.40375318978483526,65,0.5382061626631637,20.469999999999914
2,3,32,0.40838416696118823,65,0.5382061626631637,20.469999999999914
2,3,33,0.41242244382308435,65,0.5382061626631637,20.469999999999914
2,3,34,0.4161144221673189,65,0.5382061626631637,20.469999999999914
2,3,35,0.42050277945060693,65,0.5382061626631637,20.469999999999914
2,3,36,0.42475747791793284,65,0.5382061626631637,20.469999999999914
2,3,37,0.4285622069117638,65,0.5382061626631637,20.469999999999914
2,3,38,0.43266675128021825,65,0.5382061626631637,20.469999999999914
2,3,39,0.43674802256215667,65,0.5382061626631637,20.469999999999914
2,3,40,0.4415394778640852,65,0.5382061626631637,20.469999999999914
2,3,41,0.44511788903470034,65,0.5382061626631637,20.469999999999914
2,3,42,0.44985729102587635,65,0.5382061626631637,20.469999999999914
2,3,43,0.45421859818528787,65,0.5382061626631637,20.469999999999914
2,3,44,0.45797564645440664,65,0.5382061626631637,20.469999999999914
2,3,45,0.4613848966335206,65,0.5382061626631637,20.469999999999914
2,3,46,0.464819255555877,65,0.5382061626631637,20.469999999999914
2,3,47,0.4686976233134191,65,0.5382061626631637,20.469999999999914
2,3,48,0.473683816847939,65,0.5382061626631637,20.469999999999914
2,3,49,0.4776267242934113,65,0.5382061626631637,20.469999999999914
2,3,50,0.48449912264457334,65,0.5382061626631637,20.469999999999914
2,3,51,0.4880685956920207,65,0.5382061626631637,20.469999999999914
2,3,52,0.4935028740968818,65,0.5382061626631637,20.469999999999914
2,3,53,0.4992378570925609,65,0.5382061626631637,20.469999999999914
2,3,54,0.504872416520163,65,0.5382061626631637,20.469999999999914
2,3,55,0.5100299125629109,65,0.5382061626631637,20.469999999999914
2,3,56,0.5150647481100241,65,0.5382061626631637,20.469999999999914
2,3,57,0.5211583536450015,65,0.5382061626631637,20.469999999999914
2,3,58,0.5251096940728557,65,0.5382061626631637,20.469999999999914
2,3,59,0.5287692653752103,65,0.5382061626631637,20.469999999999914
2,3,60,0.5318550062107523,65,0.5382061626631637,20.469999999999914
2,3,61,0.5347039708384037,65,0.5382061626631637,20.469999999999914
2,3,62,0.537145022421223,65,0.5382061626631637,20.469999999999914
2,3,63,0.5363688124106165,65,0.5382061626631637,20.469999999999914
2,3,64,0.537744736848186,65,0.5382061626631637,20.469999999999914
2,3,65,0.5382061626631637,65,0.5382061626631637,20.469999999999914
2,3,66,0.5379553672449234,65,0.5382061626631637,20.469999999999914
2,3,67,0.5373953605528491,65,0.5382061626631637,20.469999999999914
2,3,68,0.5364705411410957,65,0.5382061626631637,20.469999999999914
2,3,69,0.5345168463953224,65,0.5382061626631637,20.469999999999914
2,3,70,0.5328771437840255,65,0.5382061626631637,20.469999999999914
2,3,71,0.5301459459087843,65,0.5382061626631637,20.469999999999914
2,3,72,0.5269619447007821,65,0.5382061626631637,20.469999999999914
2,3,73,0.5229368187177561,65,0.5382061626631637,20.469999999999914
2,3,74,0.519132762515867,65,0.5382061626631637,20.469999999999914
2,3,75,0.5112930722490799,65,0.5382061626631637,20.469999999999914
2,3,76,0.505954780259764,65,0.5382061626631637,20.469999999999914
2,3,77,0.4986373973505195,65,0.5382061626631637,20.469999999999914
2,3,78,0.4902660262994875,65,0.5382061626631637,20.469999999999914
2,3,79,0.4817581404988521,65,0.5382061626631637,20.469999999999914
2,3,80,0.47227621517681373,65,0.5382061626631637,20.469999999999914
2,3,81,0.4631386461034688,65,0.5382061626631637,20.469999999999914
2,3,82,0.45302896895901745,65,0.5382061626631637,20.469999999999914
2,3,83,0.44218638569714486,65,0.5382061626631637,20.469999999999914
2,3,84,0.43061479067648273,65,0.5382061626631637,20.469999999999914
2,3,85,0.418027282797614,65,0.5382061626631637,20.469999999999914
2,3,86,0.4051514381060478,65,0.5382061626631637,20.469999999999914
2,3,87,0.3919383516898905,65,0.5382061626631637,20.469999999999914
2,3,88,0.378317436193259,65,0.5382061626631637,20.469999999999914
2,3,89,0.36377300011693,65,0.5382061626631637,20.469999999999914
2,3,90,0.34908189177282734,65,0.5382061626631637,20.469999999999914
2,3,91,0.3338864879721232,65,0.5382061626631637,20.469999999999914
2,3,92,0.31919389255116987,65,0.5382061626631637,20.469999999999914
2,3,93,0.3048726421673315,65,0.5382061626631637,20.469999999999914
2,3,94,0.28976932862855814,65,0.5382061626631637,20.469999999999914
2,3,95,0.27478084945246095,65,0.5382061626631637,20.469999999999914
2,3,96,0.2591851947546225,65,0.5382061626631637,20.469999999999914
2,3,97,0.24386817537063377,65,0.5382061626631637,20.469999999999914
2,3,98,0.2288277920032787,65,0.5382061626631637,20.469999999999914
2,3,99,0.21417483202309504,65,0.5382061626631637,20.469999999999914
2,3,100,0.2039050608289996,65,0.5382061626631637,20.469999999999914
2,3,101,0.1896441192053371,65,0.5382061626631637,20.469999999999914
2,3,102,0.17617084496786695,65,0.5382061626631637,20.469999999999914
2,3,103,0.16369626155324654,65,0.5382061626631637,20.469999999999914
2,3,104,0.15202561349595659,65,0.5382061626631637,20.469999999999914
2,3,105,0.13843621029050077,65,0.5382061626631637,20.469999999999914
2,3,106,0.12692987215409926,65,0.5382061626631637,20.469999999999914
2,3,107,0.11797393293144252,65,0.5382061626631637,20.469999999999914
2,3,108,0.11040608732750903,65,0.5382061626631637,20.469999999999914
2,3,109,0.1023779690584412,65,0.5382061626631637,20.469999999999914
2,3,110,0.09312795115224441,65,0.5382061626631637,20.469999999999914
2,3,111,0.08437454943550365,65,0.5382061626631637,20.469999999999914
2,3,112,0.07638661690642487,65,0.5382061626631637,20.469999999999914
2,3,113,0.07082624090863687,65,0.5382061626631637,20.469999999999914
2,3,114,0.06314985978756352,65,0.5382061626631637,20.469999999999914
2,3,115,0.05585465676164211,65,0.5382061626631637,20.469999999999914
2,3,116,0.04790374329787744,65,0.5382061626631637,20.469999999999914
2,3,117,0.041599915229663706,65,0.5382061626631637,20.469999999999914
2,3,118,0.036565821210027764,65,0.5382061626631637,20.469999999999914
2,3,119,0.03143390867325567,65,0.5382061626631637,20.469999999999914
2,3,120,0.027143714629799486,65,0.5382061626631637,20.469999999999914
2,3,121,0.02228214840609294,65,0.5382061626631637,20.469999999999914
2,3,122,0.018251813345199507,65,0.5382061626631637,20.469999999999914
2,3,123,0.014440394223809893,65,0.5382061626631637,20.469999999999914
2,3,124,0.010600978935196282,65,0.5382061626631637,20.469999999999914
2,4,0,0.29065115817667575,58,0.5815727657522971,20.469999999999914
2,4,1,0.2979827526173816,58,0.5815727657522971,20.469999999999914
2,4,2,0.3051666693600142,58,0.5815727657522971,20.469999999999914
2,4,3,0.31228772768716084,58,0.5815727657522971,20.469999999999914
2,4,4,0.31926775433304017,58,0.5815727657522971,20.469999999999914
2,4,5,0.32604434630938245,58,0.5815727657522971,20.469999999999914
2,4,6,0.3326630186848384,58,0.5815727657522971,20.469999999999914
2,4,7,0.33924043628332984,58,0.5815727657522971,20.469999999999914
2,4,8,0.3456754397278194,58,0.5815727657522971,20.469999999999914
2,4,9,0.3520907579088413,58,0.5815727657522971,20.469999999999914
2,4,10,0.35840138151289574,58,0.5815727657522971,20.469999999999914
2,4,11,0.36455511991004974,58,0.5815727657522971,20.469999999999914
2,4,12,0.3704825063747946,58,0.5815727657522971,20.469999999999914
2,4,13,0.37688711545846176,58,0.5815727657522971,20.469999999999914
2,4,14,0.38251436896982133,58,0.5815727657522971,20.469999999999914
2,4,15,0.38801033857125244,58,0.5815727657522971,20.469999999999914
2,4,16,0.39339844280310793,58,0.5815727657522971,20.469999999999914
2,4,17,0.39890671421103857,58,0.5815727657522971,20.469999999999914
2,4,18,0.40460955329199894,58,0.5815727657522971,20.469999999999914
2,4,19,0.410272399323195,58,0.5815727657522971,20.469999999999914
2,4,20,0.41601968391606076,58,0.5815727657522971,20.469999999999914
2,4,21,0.4218892065681243,58,0.5815727657522971,20.469999999999914
2,4,22,0.428135680014751,58,0.5815727657522971,20.469999999999914
2,4,23,0.43456956672330077,58,0.5815727657522971,20.469999999999914
2,4,24,0.4404963320769099,58,0.5815727657522971,20.469999999999914
2,4,25,0.44663342518621935,58,0.5815727657522971,20.469999999999914
2,4,26,0.4528102706700072,58,0.5815727657522971,20.469999999999914
2,4,27,0.45886282259284195,58,0.5815727657522971,20.469999999999914
2,4,28,0.4647647074761285,58,0.5815727657522971,20.469999999999914
2,4,29,0.47092417568557393,58,0.5815727657522971,20.469999999999914
2,4,30,0.47716359844470324,58,0.5815727657522971,20.469999999999914
2,4,31,0.4833404758023684,58,0.5815727657522971,20.469999999999914
2,4,32,0.4892976228413013,58,0.5815727657522971,20.469999999999914
2,4,33,0.4946610529088063,58,0.5815727657522971,20.469999999999914
2,4,34,0.4996439525158535,58,0.5815727657522971,20.469999999999914
2,4,35,0.5051414924987545,58,0.5815727657522971,20.469999999999914
